smiles,rdkit__qed,rdkit__SPS,rdkit__MolWt,rdkit__HeavyAtomMolWt,rdkit__ExactMolWt,rdkit__NumValenceElectrons,rdkit__NumRadicalElectrons,rdkit__MaxPartialCharge,rdkit__MinPartialCharge,rdkit__MaxAbsPartialCharge,rdkit__MinAbsPartialCharge,rdkit__FpDensityMorgan1,rdkit__FpDensityMorgan2,rdkit__FpDensityMorgan3,rdkit__LabuteASA,rdkit__TPSA,rdkit__FractionCSP3,rdkit__HeavyAtomCount,rdkit__NHOHCount,rdkit__NOCount,rdkit__NumAliphaticCarbocycles,rdkit__NumAliphaticHeterocycles,rdkit__NumAliphaticRings,rdkit__NumAmideBonds,rdkit__NumAromaticCarbocycles,rdkit__NumAromaticHeterocycles,rdkit__NumAromaticRings,rdkit__NumAtomStereoCenters,rdkit__NumBridgeheadAtoms,rdkit__NumHAcceptors,rdkit__NumHDonors,rdkit__NumHeteroatoms,rdkit__NumHeterocycles,rdkit__NumRotatableBonds,rdkit__NumSaturatedCarbocycles,rdkit__NumSaturatedHeterocycles,rdkit__NumSaturatedRings,rdkit__NumSpiroAtoms,rdkit__NumUnspecifiedAtomStereoCenters,rdkit__Phi,rdkit__RingCount,rdkit__MolLogP,rdkit__MolMR,rdkit__fr_Al_COO,rdkit__fr_Al_OH,rdkit__fr_Al_OH_noTert,rdkit__fr_ArN,rdkit__fr_Ar_COO,rdkit__fr_Ar_N,rdkit__fr_Ar_NH,rdkit__fr_Ar_OH,rdkit__fr_COO,rdkit__fr_COO2,rdkit__fr_C_O,rdkit__fr_C_O_noCOO,rdkit__fr_C_S,rdkit__fr_HOCCN,rdkit__fr_Imine,rdkit__fr_NH0,rdkit__fr_NH1,rdkit__fr_NH2,rdkit__fr_N_O,rdkit__fr_Ndealkylation1,rdkit__fr_Ndealkylation2,rdkit__fr_Nhpyrrole,rdkit__fr_SH,rdkit__fr_aldehyde,rdkit__fr_alkyl_carbamate,rdkit__fr_alkyl_halide,rdkit__fr_allylic_oxid,rdkit__fr_amide,rdkit__fr_amidine,rdkit__fr_aniline,rdkit__fr_aryl_methyl,rdkit__fr_azide,rdkit__fr_azo,rdkit__fr_barbitur,rdkit__fr_benzene,rdkit__fr_benzodiazepine,rdkit__fr_bicyclic,rdkit__fr_diazo,rdkit__fr_dihydropyridine,rdkit__fr_epoxide,rdkit__fr_ester,rdkit__fr_ether,rdkit__fr_furan,rdkit__fr_guanido,rdkit__fr_halogen,rdkit__fr_hdrzine,rdkit__fr_hdrzone,rdkit__fr_imidazole,rdkit__fr_imide,rdkit__fr_isocyan,rdkit__fr_isothiocyan,rdkit__fr_ketone,rdkit__fr_ketone_Topliss,rdkit__fr_lactam,rdkit__fr_lactone,rdkit__fr_methoxy,rdkit__fr_morpholine,rdkit__fr_nitrile,rdkit__fr_nitro,rdkit__fr_nitro_arom,rdkit__fr_nitro_arom_nonortho,rdkit__fr_nitroso,rdkit__fr_oxazole,rdkit__fr_oxime,rdkit__fr_para_hydroxylation,rdkit__fr_phenol,rdkit__fr_phenol_noOrthoHbond,rdkit__fr_phos_acid,rdkit__fr_phos_ester,rdkit__fr_piperdine,rdkit__fr_piperzine,rdkit__fr_priamide,rdkit__fr_prisulfonamd,rdkit__fr_pyridine,rdkit__fr_quatN,rdkit__fr_sulfide,rdkit__fr_sulfonamd,rdkit__fr_sulfone,rdkit__fr_term_acetylene,rdkit__fr_tetrazole,rdkit__fr_thiazole,rdkit__fr_thiocyan,rdkit__fr_thiophene,rdkit__fr_unbrch_alkane,rdkit__fr_urea,pka__num_basic_sites,pka__num_acidic_sites,pka__num_ionizable_sites,pka__has_basic_site,pka__has_acidic_site,pka__is_amphoteric,pka__most_basic_pka,pka__most_acidic_pka,pka__logd_ph,pka__logp_wildman_crippen,pka__logd_estimate,pka__fraction_neutral,pka__base_site_pka_min,pka__base_site_pka_max,pka__base_site_pka_mean,pka__base_site_pka_std,pka__base_site_pka_sum,pka__base_site_pka_range,pka__acid_site_pka_min,pka__acid_site_pka_max,pka__acid_site_pka_mean,pka__acid_site_pka_std,pka__acid_site_pka_sum,pka__acid_site_pka_range,pka__warning_count,pka__warning_multiple_basic_sites,pka__warning_multiple_acidic_sites,pka__warning_amphoteric,pka__warning_fraction_neutral_clamped,pka__warning_fraction_neutral_tiny,pka__base_site_pka_rank_1,pka__base_site_pka_rank_2,pka__base_site_pka_rank_3,pka__base_site_pka_rank_4,pka__base_site_pka_rank_5,pka__base_site_pka_rank_6,pka__base_site_pka_rank_7,pka__acid_site_pka_rank_1,pka__acid_site_pka_rank_2,pka__acid_site_pka_rank_3,pka__acid_site_pka_rank_4,pka__acid_site_pka_rank_5,pka__acid_site_pka_rank_6,pka__acid_site_pka_rank_7,pka__acid_site_pka_rank_8,pka__acid_site_pka_rank_9,pka__acid_site_pka_rank_10,pka__acid_site_pka_rank_11,pka__acid_site_pka_rank_12,pka__acid_site_pka_rank_13,pka__acid_site_pka_rank_14,pka__acid_site_pka_rank_15,pka__acid_site_pka_rank_16,pka__acid_site_pka_rank_17,pka__acid_site_pka_rank_18,pka__acid_site_pka_rank_19,pka__acid_site_pka_rank_20,pka__acid_site_pka_rank_21,pka__acid_site_pka_rank_22,pka__acid_site_pka_rank_23
CN1CCN(CCC(=O)N2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0.7306807842832065,17.724137931034484,421.48800000000017,399.3120000000001,421.143567984,154.0,0.0,0.415987205812219,-0.3038260945740837,0.415987205812219,0.3038260945740837,1.0,1.6896551724137931,2.413793103448276,171.8220533928699,26.79,0.3809523809523809,29.0,0.0,4.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,8.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,5.591349261141343,4.0,4.472200000000004,107.70900000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,1,0,0,7.5292,,7.4,4.4722,4.1018,0.4262,7.4709,7.5292,7.50005,0.02915,15.0001,0.0583,,,,,0.0,,1,1,0,0,0,0,7.5292,7.4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CCN1CCN(CCO)CC1)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,0.7488316383941797,17.35483870967742,451.5140000000001,427.3220000000001,451.154132668,166.0,0.0,0.415987205812219,-0.3950445544207227,0.415987205812219,0.3950445544207227,0.935483870967742,1.5806451612903225,2.2580645161290325,182.98122925946248,47.02,0.4090909090909091,31.0,1.0,5.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,5.0,1.0,9.0,2.0,5.0,0.0,1.0,1.0,0.0,0.0,6.5670951417191405,4.0,3.8347000000000033,113.73780000000004,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3,1,1,1,7.1674,13.5471,7.4,3.8347,3.6346,0.6308,6.9278,7.1674,7.0476,0.1197999999999996,14.0952,0.2395999999999993,13.5471,13.5471,13.5471,0.0,13.5471,0.0,2,1,0,1,0,0,7.1674,6.9278,,,,,,13.5471,,,,,,,,,,,,,,,,,,,,,,
CN1CCC(C)(CN2c3ccccc3Sc3ccccc32)C1,0.7982154715587111,24.181818181818183,310.4660000000001,288.29,310.150369704,114.0,0.0,0.0552549700190688,-0.3390387705812603,0.3390387705812603,0.0552549700190688,1.0,1.5909090909090908,2.136363636363636,136.67420718505082,6.48,0.3684210526315789,22.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,3.4265433095816054,4.0,4.631100000000004,94.23400000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,1,0,0,9.8999,,7.4,4.6311,2.1298,0.0032,6.1112,9.8999,8.00555,1.89435,16.0111,3.7887,,,,,0.0,,1,1,0,0,0,0,9.8999,6.1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nn1cnc2cc3ccccc3cc2c1=O,0.4495757065004427,11.0,211.224,202.152,211.074561908,78.0,0.0,0.2790288140823941,-0.3350109816595307,0.3350109816595307,0.2790288140823941,1.125,1.8125,2.5625,90.91554844874716,60.91,0.0,16.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7063696902592005,3.0,1.2634999999999998,63.659400000000005,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,1,0,0,4.9052,,7.4,1.2635,1.2621,0.9968,2.7668,4.9052,3.836,1.0692,7.672,2.1384,,,,,0.0,,1,1,0,0,0,0,4.9052,2.7668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(=O)O[C@]1(C(C)=O)CCC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0.6744260943404454,43.903225806451616,428.5690000000001,392.2810000000002,428.256274252,170.0,0.0,0.306285866384537,-0.4504365319402452,0.4504365319402452,0.306285866384537,1.2580645161290325,2.0,2.677419354838709,184.8526184910935,80.67,0.7307692307692307,31.0,1.0,5.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,1.0,5.0,0.0,4.0,3.0,0.0,3.0,0.0,0.0,5.563146781257569,4.0,4.326300000000004,117.03480000000006,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,,13.7452,7.4,4.3263,4.3263,1.0,,,,,0.0,,13.7452,13.7452,13.7452,0.0,13.7452,0.0,0,0,0,0,0,0,,,,,,,,13.7452,,,,,,,,,,,,,,,,,,,,,,
CC(=O)OCC/C(SC(C)=O)=C(/C)N(C=O)Cc1cnc(C)nc1N,0.5467215685213969,11.52,366.44300000000015,344.26700000000005,366.1361761840001,136.0,0.0,0.3021345242943026,-0.4655020656467368,0.4655020656467368,0.3021345242943026,1.36,2.04,2.56,150.38134734418455,115.48,0.4375,25.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,1.0,9.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,8.063176259165676,1.0,1.79002,95.01040000000005,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,5,1,1,1,5.4609,12.9684,7.4,1.79,1.7851,0.9886,4.2035,5.4609,4.829266666666666,0.5133481621234807,14.4878,1.2573999999999996,12.9684,12.9684,12.9684,0.0,25.9368,0.0,3,1,1,1,0,0,5.4609,4.8234,4.2035,,,,,12.9684,12.9684,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)OCC/C(SC(=O)OCC)=C(\C)N(C=O)Cc1cnc(C)nc1N,0.4392289031153114,11.310344827586206,426.4950000000002,400.28700000000015,426.1573055520001,160.0,0.0,0.5077577222848659,-0.4576383196401955,0.5077577222848659,0.4576383196401955,1.2413793103448276,1.9310344827586208,2.5172413793103448,173.3383220319915,133.94,0.5,29.0,2.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,11.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,10.52368920140991,1.0,3.010020000000001,107.69240000000003,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,5,1,1,1,5.4321,12.9661,7.4,3.01,3.0054,0.9893,4.1521,5.4321,4.796266666666667,0.5225910340686003,14.3888,1.2800000000000002,12.9661,12.9662,12.96615,4.999999999988347e-05,25.9323,9.999999999976694e-05,3,1,1,1,0,0,5.4321,4.8046,4.1521,,,,,12.9661,12.9662,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,0.8415175711014194,17.52173913043478,324.8110000000001,307.67500000000007,324.10294084400005,116.0,0.0,0.2481866729616205,-0.3098548001904374,0.3098548001904374,0.2481866729616205,1.1304347826086956,1.9130434782608696,2.652173913043478,140.15137430226773,32.67,0.2631578947368421,23.0,0.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,3.65867035906824,4.0,3.934000000000003,93.47700000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,4.4162,,7.4,3.934,3.9335,0.999,4.4162,4.4162,4.4162,0.0,4.4162,0.0,,,,,0.0,,0,0,0,0,0,0,4.4162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC1CC1,0.827096217305339,17.333333333333332,342.8010000000001,326.67300000000006,342.093519032,122.0,0.0,0.2481866910362533,-0.3098547854227885,0.3098547854227885,0.2481866910362533,1.1666666666666667,1.9583333333333333,2.708333333333333,144.31690970519398,32.67,0.2631578947368421,24.0,0.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,3.847393777944761,4.0,4.073100000000004,93.43500000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,4.2574,,7.4,4.0731,4.0728,0.9993,4.2574,4.2574,4.2574,0.0,4.2574,0.0,,,,,0.0,,0,0,0,0,0,0,4.2574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)S[C@@H]2[C@H](NC(=O)C(Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0.6891555578631615,25.066666666666663,426.49400000000014,404.3180000000002,426.124942804,156.0,0.0,0.3273993847029341,-0.4796728023655436,0.4796728023655436,0.3273993847029341,1.1,1.7,2.3,177.95140732347946,95.94,0.3181818181818182,30.0,2.0,7.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,4.0,0.0,5.0,2.0,8.0,2.0,6.0,0.0,2.0,2.0,0.0,1.0,5.191398865784499,4.0,2.4384,111.91150000000005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2,0,1,0,,2.6103,7.4,2.4384,-2.3513,0.0,,,,,0.0,,2.6103,10.5651,6.5877,3.9774,13.1754,7.954799999999999,1,0,1,0,0,0,,,,,,,,2.6103,10.5651,,,,,,,,,,,,,,,,,,,,,
O=C1CCC(N2C(=O)C3C4CCC(C4)C3C2=O)C(=O)N1,0.6735407811499567,43.2,276.292,260.164,276.111006992,106.0,0.0,0.2493607401397626,-0.2946359933740455,0.2946359933740455,0.2493607401397626,0.9,1.5,2.05,115.41595815485503,83.55000000000001,0.7142857142857143,20.0,1.0,6.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,5.0,2.0,4.0,1.0,6.0,2.0,1.0,2.0,2.0,4.0,0.0,5.0,2.348882744759369,4.0,-0.1773000000000001,65.83570000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,,10.803,7.4,-0.1773,-0.1775,0.9996,,,,,0.0,,10.803,10.803,10.803,0.0,10.803,0.0,0,0,0,0,0,0,,,,,,,,10.803,,,,,,,,,,,,,,,,,,,,,,
OC1CCN(c2ccc(-c3ccc(Cl)cc3Cl)nn2)CC1,0.9196193132420848,16.238095238095237,324.21100000000007,309.091,323.05921746000007,110.0,0.0,0.1507718442356078,-0.392990661617855,0.392990661617855,0.1507718442356078,1.0476190476190477,1.809523809523809,2.4285714285714284,132.87572615047526,49.25,0.3333333333333333,21.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,1.0,6.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,4.287114073509037,3.0,3.411500000000002,84.94180000000003,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,4,1,1,1,5.7352,13.8528,7.4,3.4115,3.4022,0.9788,3.7687,5.7352,4.828066666666666,0.8100048573242563,14.484199999999998,1.9665,13.8528,13.8528,13.8528,0.0,13.8528,0.0,2,1,0,1,0,0,5.7352,4.9803,3.7687,,,,,13.8528,,,,,,,,,,,,,,,,,,,,,,
OC1CCN(c2ccc(-c3ccccc3Cl)nn2)CC1,0.923460374320132,16.4,289.7660000000001,273.63800000000003,289.098189812,104.0,0.0,0.150771844235401,-0.392990661617855,0.392990661617855,0.150771844235401,1.05,1.8,2.45,122.5724599235936,49.25,0.3333333333333333,20.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,1.0,5.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,3.848620339453176,3.0,2.7581000000000016,79.93180000000004,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,4,1,1,1,6.1618,13.8609,7.4,2.7581,2.7337,0.9454,4.0806,6.1618,5.079866666666667,0.8516547396425127,15.2396,2.081200000000001,13.8609,13.8609,13.8609,0.0,13.8609,0.0,2,1,0,1,0,0,6.1618,4.9972,4.0806,,,,,13.8609,,,,,,,,,,,,,,,,,,,,,,
CNc1nc(Cl)c(SC)c(N2CCN(C)CC2)n1,0.6735886628014633,17.0,287.82000000000005,269.676,287.097144256,100.0,0.0,0.2253938167573196,-0.3571920705803234,0.3571920705803234,0.2253938167573196,1.2222222222222223,1.8888888888888888,2.4444444444444446,116.91536850489874,44.290000000000006,0.6363636363636364,18.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,7.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,4.528711147310329,2.0,1.6454,78.07970000000003,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,6,1,1,1,7.0025,13.6763,7.4,1.6454,1.4991,0.7141,4.8301,7.0025,6.1768600000000005,0.7753162595999133,30.884300000000003,2.172400000000001,13.6763,13.6763,13.6763,0.0,13.6763,0.0,2,1,0,1,0,0,7.0025,6.7659,6.4265,5.8593,4.8301,,,13.6763,,,,,,,,,,,,,,,,,,,,,,
