smiles,pka__acid_site_pka_max,pka__acid_site_pka_mean,pka__acid_site_pka_min,pka__acid_site_pka_range,pka__acid_site_pka_rank_1,pka__acid_site_pka_rank_10,pka__acid_site_pka_rank_11,pka__acid_site_pka_rank_12,pka__acid_site_pka_rank_13,pka__acid_site_pka_rank_14,pka__acid_site_pka_rank_15,pka__acid_site_pka_rank_16,pka__acid_site_pka_rank_17,pka__acid_site_pka_rank_18,pka__acid_site_pka_rank_19,pka__acid_site_pka_rank_2,pka__acid_site_pka_rank_20,pka__acid_site_pka_rank_21,pka__acid_site_pka_rank_22,pka__acid_site_pka_rank_23,pka__acid_site_pka_rank_24,pka__acid_site_pka_rank_25,pka__acid_site_pka_rank_3,pka__acid_site_pka_rank_4,pka__acid_site_pka_rank_5,pka__acid_site_pka_rank_6,pka__acid_site_pka_rank_7,pka__acid_site_pka_rank_8,pka__acid_site_pka_rank_9,pka__acid_site_pka_std,pka__acid_site_pka_sum,pka__base_site_pka_max,pka__base_site_pka_mean,pka__base_site_pka_min,pka__base_site_pka_range,pka__base_site_pka_rank_1,pka__base_site_pka_rank_10,pka__base_site_pka_rank_11,pka__base_site_pka_rank_2,pka__base_site_pka_rank_3,pka__base_site_pka_rank_4,pka__base_site_pka_rank_5,pka__base_site_pka_rank_6,pka__base_site_pka_rank_7,pka__base_site_pka_rank_8,pka__base_site_pka_rank_9,pka__base_site_pka_std,pka__base_site_pka_sum,pka__fraction_neutral,pka__has_acidic_site,pka__has_basic_site,pka__is_amphoteric,pka__logd_estimate,pka__logd_ph,pka__logp_wildman_crippen,pka__most_acidic_pka,pka__most_basic_pka,pka__num_acidic_sites,pka__num_basic_sites,pka__num_ionizable_sites,pka__warning_amphoteric,pka__warning_count,pka__warning_fraction_neutral_clamped,pka__warning_fraction_neutral_tiny,pka__warning_multiple_acidic_sites,pka__warning_multiple_basic_sites,rdkit__ExactMolWt,rdkit__FractionCSP3,rdkit__HeavyAtomCount,rdkit__HeavyAtomMolWt,rdkit__LabuteASA,rdkit__MaxAbsPartialCharge,rdkit__MaxPartialCharge,rdkit__MinAbsPartialCharge,rdkit__MinPartialCharge,rdkit__MolLogP,rdkit__MolWt,rdkit__NHOHCount,rdkit__NOCount,rdkit__NumAliphaticCarbocycles,rdkit__NumAliphaticHeterocycles,rdkit__NumAliphaticRings,rdkit__NumAromaticCarbocycles,rdkit__NumAromaticHeterocycles,rdkit__NumAromaticRings,rdkit__NumHAcceptors,rdkit__NumHDonors,rdkit__NumHeteroatoms,rdkit__NumRotatableBonds,rdkit__NumSaturatedCarbocycles,rdkit__NumSaturatedHeterocycles,rdkit__NumSaturatedRings,rdkit__RingCount,rdkit__TPSA,rdkit__fr_Al_COO,rdkit__fr_Al_OH,rdkit__fr_Al_OH_noTert,rdkit__fr_ArN,rdkit__fr_Ar_COO,rdkit__fr_Ar_N,rdkit__fr_Ar_NH,rdkit__fr_Ar_OH,rdkit__fr_COO,rdkit__fr_COO2,rdkit__fr_C_O,rdkit__fr_C_O_noCOO,rdkit__fr_C_S,rdkit__fr_HOCCN,rdkit__fr_Imine,rdkit__fr_NH0,rdkit__fr_NH1,rdkit__fr_NH2,rdkit__fr_N_O,rdkit__fr_Ndealkylation1,rdkit__fr_Ndealkylation2,rdkit__fr_Nhpyrrole,rdkit__fr_SH,rdkit__fr_aldehyde,rdkit__fr_alkyl_carbamate,rdkit__fr_alkyl_halide,rdkit__fr_allylic_oxid,rdkit__fr_amide,rdkit__fr_amidine,rdkit__fr_aniline,rdkit__fr_aryl_methyl,rdkit__fr_azide,rdkit__fr_azo,rdkit__fr_barbitur,rdkit__fr_benzene,rdkit__fr_benzodiazepine,rdkit__fr_bicyclic,rdkit__fr_diazo,rdkit__fr_dihydropyridine,rdkit__fr_epoxide,rdkit__fr_ester,rdkit__fr_ether,rdkit__fr_furan,rdkit__fr_guanido,rdkit__fr_halogen,rdkit__fr_hdrzine,rdkit__fr_hdrzone,rdkit__fr_imidazole,rdkit__fr_imide,rdkit__fr_isocyan,rdkit__fr_isothiocyan,rdkit__fr_ketone,rdkit__fr_ketone_Topliss,rdkit__fr_lactam,rdkit__fr_lactone,rdkit__fr_methoxy,rdkit__fr_morpholine,rdkit__fr_nitrile,rdkit__fr_nitro,rdkit__fr_nitro_arom,rdkit__fr_nitro_arom_nonortho,rdkit__fr_nitroso,rdkit__fr_oxazole,rdkit__fr_oxime,rdkit__fr_para_hydroxylation,rdkit__fr_phenol,rdkit__fr_phenol_noOrthoHbond,rdkit__fr_phos_acid,rdkit__fr_phos_ester,rdkit__fr_piperdine,rdkit__fr_piperzine,rdkit__fr_priamide,rdkit__fr_prisulfonamd,rdkit__fr_pyridine,rdkit__fr_quatN,rdkit__fr_sulfide,rdkit__fr_sulfonamd,rdkit__fr_sulfone,rdkit__fr_term_acetylene,rdkit__fr_tetrazole,rdkit__fr_thiazole,rdkit__fr_thiocyan,rdkit__fr_thiophene,rdkit__fr_unbrch_alkane,rdkit__fr_urea,rdkit__qed
O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,13.8263,13.8263,13.8263,0.0,13.8263,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.8263,8.0523,8.0523,8.0523,0.0,8.0523,,,,,,,,,,,0.0,8.0523,0.1821,1,1,1,4.0514,7.4,4.791,13.8263,8.0523,1,1,2,1,1,0,0,0,0,409.1664918560001,0.4090909090909091,29.0,386.23900000000015,166.50981845014593,0.4159213179372978,0.4159213179372978,0.3850685778788865,-0.3850685778788865,4.791000000000004,409.4230000000002,1.0,3.0,0.0,1.0,1.0,2.0,0.0,2.0,3.0,1.0,7.0,6.0,0.0,1.0,1.0,3.0,40.540000000000006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5509263977096905
CN(C)CC/C=C1\c2ccccc2COc2ccc(CC(=O)O)cc21,4.2509,4.2509,4.2509,0.0,4.2509,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.2509,9.3081,9.3081,9.3081,0.0,9.3081,,,,,,,,,,,0.0,9.3081,0.0,1,1,1,-1.4733,7.4,3.5895,4.2509,9.3081,1,1,2,1,1,0,0,0,0,337.167793596,0.2857142857142857,25.0,314.235,147.906676921367,0.4882390859375577,0.3073151684916889,0.3073151684916889,-0.4882390859375577,3.589500000000002,337.4190000000001,1.0,4.0,0.0,1.0,1.0,2.0,0.0,2.0,3.0,1.0,4.0,5.0,0.0,0.0,0.0,3.0,49.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9057552159605036
CN(C)CC[C@H](c1ccc(Cl)cc1)c1ccccn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.1822,7.60215,6.0221,3.1601,9.1822,,,6.0221,,,,,,,,1.58005,15.2043,0.0162,0,1,0,2.0293,7.4,3.8186,,9.1822,0,2,2,0,1,0,0,0,1,274.123676288,0.3125,19.0,255.643,119.5959557755756,0.3093647319817507,0.0478343538507698,0.0478343538507698,-0.3093647319817507,3.818600000000002,274.795,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,2.0,16.130000000000003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8240069237957237
CCc1c(C)[nH]c2c1C(=O)[C@@H](CN1CCOCC1)CC2,13.8916,13.8916,13.8916,0.0,13.8916,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.8916,6.7777,4.6627,2.5477,4.23,6.7777,,,2.5477,,,,,,,,2.115,9.3254,0.8074,1,1,1,1.8699,7.4,1.9628,13.8916,6.7777,1,2,3,1,2,0,0,0,1,276.183778008,0.6875,20.0,252.188,120.04310760596614,0.3787927331197993,0.1688243694529126,0.1688243694529126,-0.3787927331197993,1.96282,276.38,1.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,1.0,4.0,3.0,0.0,1.0,1.0,3.0,45.33,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.917711580112694
Clc1ccc(CS[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.6976,4.68395,2.6703,4.0273,6.6976,,,2.6703,,,,,,,,2.01365,9.3679,0.8344,0,1,0,6.4394,7.4,6.518,,6.6976,0,2,2,0,1,0,0,0,1,396.00215252,0.1666666666666666,24.0,382.638,160.3121064693812,0.3360400174100837,0.0945892278199219,0.0945892278199219,-0.3360400174100837,6.518000000000003,397.75800000000015,0.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,0.0,6.0,6.0,0.0,0.0,0.0,3.0,17.82,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4710605975806781
C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,1.0,0,0,0,2.3949,7.4,2.3949,,,0,0,0,0,0,0,0,0,0,282.146723804,0.9333333333333332,20.0,260.16,118.37011434907475,0.4320284473802694,0.3109718035928662,0.3109718035928662,-0.4320284473802694,2.3949000000000007,282.336,0.0,5.0,1.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,4.0,5.0,5.0,53.99000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504203147729872
C[C@@](Cc1ccccc1)(NC(=O)CN)c1ccccc1,13.8029,13.8029,13.8029,0.0,13.8029,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.8029,7.725,7.725,7.725,0.0,7.725,,,,,,,,,,,0.0,7.725,0.3212,1,1,1,1.7262,7.4,2.2194,13.8029,7.725,1,1,2,1,1,0,0,0,0,268.15756326,0.2352941176470588,20.0,248.2,119.3644828782086,0.3454304598059537,0.2339320346776785,0.2339320346776785,-0.3454304598059537,2.2194000000000003,268.36,3.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,3.0,5.0,0.0,0.0,0.0,2.0,55.120000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.873314712436672
CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)C=C(C)C=CCNC(=O)C=C[C@@H](C)[C@@H](C(C)C)OC(=O)[C@@H]12,13.7176,13.3562,12.9948,0.7227999999999994,12.9948,,,,,,,,,,,13.7176,,,,,,,,,,,,,,0.3613999999999997,26.7124,8.1275,6.0037,3.8799,4.247599999999999,8.1275,,,3.8799,,,,,,,,2.1238,12.0074,0.1577,1,1,1,1.4672,7.4,2.2693,12.9948,8.1275,2,2,4,1,3,0,0,1,1,690.32985018,0.6176470588235294,48.0,640.4600000000002,282.9269097948833,0.4599228272397369,0.330035772300264,0.330035772300264,-0.4599228272397369,2.269300000000002,690.8600000000002,2.0,13.0,0.0,2.0,2.0,0.0,1.0,1.0,11.0,2.0,14.0,7.0,0.0,1.0,1.0,3.0,176.42,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4015975548403724
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCC[C@H](C2)C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)C=C(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)C=CC=CC=C1C,13.1561,12.116666666666667,10.5412,2.6149000000000004,10.5412,,,,,,,,,,,12.6527,,,,,,,13.1561,,,,,,,1.1328207576174127,36.35,,,,,,,,,,,,,,,,,0.0,0.9993,1,0,0,6.0378,7.4,6.0381,10.5412,,3,0,3,0,1,0,0,1,0,913.555141588,0.7450980392156863,65.0,834.5549999999998,386.7224915793506,0.4613542703551224,0.3105337282905448,0.3105337282905448,-0.4613542703551224,6.038100000000008,914.187,3.0,14.0,1.0,3.0,4.0,0.0,0.0,0.0,13.0,3.0,14.0,6.0,1.0,2.0,3.0,4.0,195.42999999999995,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1588360421751881
Nc1ccccc1S(N)(=O)=O,12.7693,11.4687,10.1681,2.601199999999998,10.1681,,,,,,,,,,,10.1681,,,,,,,12.7693,12.7693,,,,,,1.300599999999999,45.8748,4.3468,4.22445,4.1021,0.2446999999999999,4.3468,,,4.1021,,,,,,,,0.1223499999999999,8.4489,0.9974,1,1,1,-0.0849,7.4,-0.0838,10.1681,4.3468,4,2,6,1,3,0,0,1,1,172.030648496,0.0,11.0,164.14499999999998,64.87196040593747,0.3976301380664189,0.2395947526386327,0.2395947526386327,-0.3976301380664189,-0.0837999999999999,172.20899999999995,4.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,86.18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5805509816764026
Cc1cc(C)cc(S(=O)(=O)O)c1,0.6941,0.6941,0.6941,0.0,0.6941,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.6941,,,,,,,,,,,,,,,,,0.0,0.0,1,0,0,-5.1558,7.4,1.5501,0.6941,,1,0,1,0,1,0,1,0,0,186.03506518,0.25,12.0,176.15199999999996,71.7899233583308,0.2940306122105663,0.2940306122105663,0.2817916291577305,-0.2817916291577305,1.5501400000000003,186.232,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,54.370000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6768471361971649
O=C(O)CNC(=O)C(CS)Cc1ccccc1,13.2859,8.727033333333333,3.4058,9.8801,3.4058,,,,,,,,,,,9.4894,,,,,,,13.2859,,,,,,,4.069397678881837,26.1811,,,,,,,,,,,,,,,,,0.0,0.0001,1,0,0,-3.0183,7.4,0.9759,3.4058,,3,0,3,0,1,0,0,1,0,253.07726434,0.3333333333333333,17.0,238.20299999999995,105.44326260516996,0.4799304465349562,0.3224694553436081,0.3224694553436081,-0.4799304465349562,0.9758999999999998,253.323,2.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,5.0,6.0,0.0,0.0,0.0,1.0,66.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6619718088635679
CNCC(O)c1ccc(O)c(OC)c1,12.2151,11.05805,9.901,2.3141,9.901,,,,,,,,,,,12.2151,,,,,,,,,,,,,,1.15705,22.1161,9.009,9.009,9.009,0.0,9.009,,,,,,,,,,,0.0,9.009,0.0239,1,1,1,-0.9673,7.4,0.6536,9.901,9.009,2,1,3,1,2,0,0,1,0,197.10519334,0.4,14.0,182.11399999999995,83.14304649459034,0.5042545866410032,0.1603474693492136,0.1603474693492136,-0.5042545866410032,0.6536000000000002,197.234,3.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,1.0,61.72,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.663034991950708
O=C/C=C\O,4.8943,4.8943,4.8943,0.0,4.8943,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.8943,,,,,,,,,,,,,,,,,0.0,0.0031,1,0,0,-2.2501,7.4,0.257,4.8943,,1,0,1,0,0,0,0,0,0,72.021129368,0.0,5.0,68.03099999999999,29.735288076678287,0.5154763823800392,0.1453820016862769,0.1453820016862769,-0.5154763823800392,0.2569999999999999,72.063,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,37.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2737986179398987
CCCCNN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.6537,8.46325,8.2728,0.3809000000000004,8.6537,,,8.2728,,,,,,,,0.1904500000000002,16.9265,0.0528,0,1,0,-1.0275,7.4,0.2498,,8.6537,0,2,2,0,1,0,0,0,1,88.10004838399999,1.0,6.0,76.05799999999999,38.69396627187511,0.2714624603332072,0.009725412950526,0.009725412950526,-0.2714624603332072,0.2497999999999999,88.154,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,38.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2946526579375421
CC(O)CNC(=O)N(N=O)C(C)Cl,11.428,11.1292,10.8304,0.5976000000000017,10.8304,,,,,,,,,,,11.428,,,,,,,,,,,,,,0.2988000000000008,22.2584,,,,,,,,,,,,,,,,,0.0,0.9996,1,0,0,0.6448,7.4,0.645,10.8304,,2,0,2,0,1,0,0,1,0,209.056718924,0.8333333333333334,13.0,197.537,80.79754753721089,0.3915826410243568,0.3414292108943644,0.3414292108943644,-0.3915826410243568,0.6450000000000004,209.633,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,82.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3086641007765091
